GameID,Team,Date,HT,AT,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg
20130120OKCDEN,OKC,20-01-13,DEN,OKC,35,76,0.460526316,8,24,0.333333333,40,48,0.833333333,11,28,39,22,10,5,23,28,118,0.607,0.513,0.316,0.632,26.8,58.3,43.8,62.9,9.3,6.7,19.1,110,112.8
20130120OKCDEN,DEN,20-01-13,DEN,OKC,45,93,0.483870968,8,18,0.444444444,23,34,0.676470588,20,30,50,26,9,6,23,33,121,0.56,0.527,0.194,0.366,41.7,73.2,56.2,57.8,8.4,11.5,17.6,112.8,110
20130120BOSDET,BOS,20-01-13,DET,BOS,33,83,0.397590361,4,15,0.266666667,18,25,0.72,11,31,42,22,13,4,18,33,88,0.468,0.422,0.181,0.301,22.4,72.1,45.7,66.7,13.2,6.8,16.1,89.4,104.6
20130120BOSDET,DET,20-01-13,DET,BOS,36,78,0.461538462,9,19,0.473684211,22,31,0.709677419,12,38,50,24,9,7,20,23,103,0.562,0.519,0.244,0.397,27.9,77.6,54.3,66.7,9.1,10.3,17.9,104.6,89.4
20130120DALORL,DAL,20-01-13,ORL,DAL,45,90,0.5,8,15,0.533333333,13,15,0.866666667,10,33,43,29,9,7,8,13,111,0.575,0.544,0.167,0.167,21.3,86.8,50.6,64.4,9.6,12.1,7.6,117.9,111.5
20130120DALORL,ORL,20-01-13,ORL,DAL,40,79,0.506329114,9,21,0.428571429,16,20,0.8,5,37,42,26,5,3,13,14,105,0.598,0.563,0.266,0.253,13.2,78.7,49.4,65,5.3,4,12.9,111.5,117.9
20130120LALTOR,LAL,20-01-13,TOR,LAL,38,88,0.431818182,9,27,0.333333333,18,21,0.857142857,12,25,37,20,7,4,13,15,103,0.53,0.483,0.307,0.239,28.6,71.4,48.1,52.6,7.4,6.3,11.8,109.4,114.7
20130120LALTOR,TOR,20-01-13,TOR,LAL,46,84,0.547619048,6,20,0.3,10,17,0.588235294,10,30,40,27,11,2,15,22,108,0.59,0.583,0.238,0.202,28.6,71.4,51.9,58.7,11.7,3.3,14.1,114.7,109.4
20130121MINATL,MIN,21-01-13,ATL,MIN,36,74,0.486486486,5,14,0.357142857,19,26,0.730769231,10,20,30,24,12,6,17,21,96,0.562,0.52,0.189,0.351,28.6,74.1,48.4,66.7,13.1,10.9,16.6,105,113.7
20130121MINATL,ATL,21-01-13,ATL,MIN,41,71,0.577464789,10,16,0.625,12,21,0.571428571,7,25,32,32,11,5,22,23,104,0.648,0.648,0.225,0.296,25.9,71.4,51.6,78,12,8.3,21.5,113.7,105
20130121HOUCHA,HOU,21-01-13,CHA,HOU,29,74,0.391891892,10,29,0.344827586,32,41,0.780487805,11,36,47,20,7,3,13,23,100,0.543,0.459,0.392,0.554,25.6,81.8,54,69,7.7,4.5,12.4,109.6,103
20130121HOUCHA,CHA,21-01-13,CHA,HOU,34,81,0.419753086,6,15,0.4,20,24,0.833333333,8,32,40,17,5,10,10,27,94,0.513,0.457,0.185,0.296,18.2,74.4,46,50,5.5,22.2,9.8,103,109.6
20130121LALCHI,LAL,21-01-13,CHI,LAL,32,81,0.395061728,3,17,0.176470588,16,23,0.695652174,15,35,50,15,5,9,15,16,83,0.455,0.414,0.21,0.284,36.6,71.4,55.6,46.9,5.7,11.8,14.1,94.7,108.4
20130121LALCHI,CHI,21-01-13,CHI,LAL,39,93,0.419354839,9,17,0.529411765,8,12,0.666666667,14,26,40,25,9,11,8,20,95,0.483,0.468,0.183,0.129,28.6,63.4,44.4,64.1,10.3,17.2,7.5,108.4,94.7
20130121LACGSW,LAC,21-01-13,GSW,LAC,38,83,0.457831325,11,30,0.366666667,12,22,0.545454545,10,29,39,32,10,5,14,16,99,0.534,0.524,0.361,0.265,23.3,82.9,50,84.2,10.7,9.4,13.1,105.8,113.2
20130121LACGSW,GSW,21-01-13,GSW,LAC,39,75,0.52,12,22,0.545454545,16,18,0.888888889,6,33,39,25,4,2,17,21,106,0.639,0.6,0.293,0.24,17.1,76.7,50,64.1,4.3,3.8,17,113.2,105.8
20130121INDMEM,IND,21-01-13,MEM,IND,34,69,0.492753623,8,17,0.470588235,6,11,0.545454545,9,25,34,22,8,11,20,14,82,0.555,0.551,0.246,0.159,30,64.1,49.3,64.7,9.7,15.1,21.3,99.7,98.5
20130121INDMEM,MEM,21-01-13,MEM,IND,35,83,0.421686747,4,10,0.4,7,7,1,14,21,35,16,10,2,15,12,81,0.47,0.446,0.12,0.084,35.9,70,50.7,45.7,12.2,3.8,14.8,98.5,99.7
20130121SACNOH,SAC,21-01-13,NOH,SAC,38,81,0.469135802,3,15,0.2,26,32,0.8125,12,24,36,18,5,1,10,22,105,0.552,0.488,0.185,0.395,29.3,54.5,42.4,47.4,5.5,1.6,9.5,116.4,126.4
20130121SACNOH,NOH,21-01-13,NOH,SAC,43,89,0.483146067,12,25,0.48,16,21,0.761904762,20,29,49,25,4,4,15,27,114,0.58,0.551,0.281,0.236,45.5,70.7,57.6,58.1,4.4,6.1,13.2,126.4,116.4
20130121BRKNYK,BRK,21-01-13,NYK,BRK,31,74,0.418918919,12,24,0.5,14,20,0.7,12,40,52,23,3,4,19,22,88,0.531,0.5,0.324,0.27,28.6,85.1,58.4,74.2,3.4,6.3,18.7,100.2,96.8
20130121BRKNYK,NYK,21-01-13,NYK,BRK,34,84,0.404761905,6,21,0.285714286,11,17,0.647058824,7,30,37,14,11,2,5,20,85,0.465,0.44,0.25,0.202,14.9,71.4,41.6,41.2,12.5,4,5.2,96.8,100.2
20130121SASPHI,SAS,21-01-13,PHI,SAS,34,81,0.419753086,3,18,0.166666667,19,26,0.730769231,9,38,47,22,8,3,14,12,90,0.487,0.438,0.222,0.321,20.5,84.4,52.8,64.7,8.3,4.3,13.2,93.9,88.7
20130121SASPHI,PHI,21-01-13,PHI,SAS,37,84,0.44047619,4,14,0.285714286,7,11,0.636363636,7,35,42,25,6,6,16,16,85,0.478,0.464,0.167,0.131,15.6,79.5,47.2,67.6,6.3,9.5,15.3,88.7,93.9
20130121WASPOR,WAS,21-01-13,POR,WAS,39,84,0.464285714,8,19,0.421052632,12,17,0.705882353,11,33,44,23,6,1,15,18,98,0.536,0.512,0.226,0.202,25.6,76.7,51.2,59,6.5,1.8,14.1,106.7,103.4
20130121WASPOR,POR,21-01-13,POR,WAS,37,81,0.456790123,7,24,0.291666667,14,18,0.777777778,10,32,42,25,5,3,13,17,95,0.534,0.5,0.296,0.222,23.3,74.4,48.8,67.6,5.4,4.6,12.8,103.4,106.7
20130122BOSCLE,BOS,22-01-13,CLE,BOS,32,84,0.380952381,7,17,0.411764706,19,22,0.863636364,16,32,48,24,5,8,16,18,90,0.48,0.423,0.202,0.262,34,80,55.2,75,5.4,11.4,14.6,97.8,103.2
20130122BOSCLE,CLE,22-01-13,CLE,BOS,37,82,0.451219512,2,12,0.166666667,19,22,0.863636364,8,31,39,28,7,7,13,22,95,0.518,0.463,0.146,0.268,20,66,44.8,75.7,7.6,10.4,12.4,103.2,97.8
20130122ORLDET,ORL,22-01-13,DET,ORL,38,84,0.452380952,8,20,0.4,6,8,0.75,6,35,41,27,4,2,13,20,90,0.514,0.5,0.238,0.095,13.6,68.6,43.2,71.1,4.3,2.9,12.9,97.6,113.9
20130122ORLDET,DET,22-01-13,DET,ORL,42,91,0.461538462,7,23,0.304347826,14,21,0.666666667,16,38,54,23,8,5,8,13,105,0.524,0.5,0.253,0.231,31.4,86.4,56.8,54.8,8.7,7.8,7.4,113.9,97.6
20130122OKCLAC,OKC,22-01-13,LAC,OKC,41,78,0.525641026,15,27,0.555555556,12,14,0.857142857,10,27,37,24,6,4,16,26,109,0.648,0.622,0.346,0.179,30.3,69.2,51.4,58.5,6.8,5.9,16,124.4,110.7
20130122OKCLAC,LAC,22-01-13,LAC,OKC,39,84,0.464285714,4,16,0.25,15,21,0.714285714,12,23,35,15,8,7,10,17,97,0.52,0.488,0.19,0.25,30.8,69.7,48.6,38.5,9.1,13.7,9.7,110.7,124.4
20130122PHIMIL,PHI,22-01-13,MIL,PHI,42,95,0.442105263,8,16,0.5,10,13,0.769230769,19,27,46,29,6,3,16,22,102,0.506,0.484,0.168,0.137,42.2,69.2,54.8,69,6.5,4.8,13.7,110.9,119.6
20130122PHIMIL,MIL,22-01-13,MIL,PHI,41,79,0.518987342,7,16,0.4375,21,33,0.636363636,12,26,38,24,10,5,12,13,110,0.588,0.563,0.203,0.418,30.8,57.8,45.2,58.5,10.9,6.3,11.4,119.6,110.9
20130123ATLCHA,ATL,23-01-13,CHA,ATL,43,87,0.494252874,12,25,0.48,6,12,0.5,13,32,45,31,7,6,16,22,104,0.564,0.563,0.287,0.138,30.2,74.4,52.3,72.1,7.5,9.8,14.8,111.3,98.5
20130123ATLCHA,CHA,23-01-13,CHA,ATL,31,76,0.407894737,6,15,0.4,24,29,0.827586207,11,30,41,18,11,8,18,15,92,0.518,0.447,0.197,0.382,25.6,69.8,47.7,58.1,11.8,12.9,16.9,98.5,111.3
20130123DETCHI,DET,23-01-13,CHI,DET,34,82,0.414634146,4,13,0.307692308,10,14,0.714285714,13,24,37,20,6,4,12,22,82,0.465,0.439,0.159,0.171,31,63.2,46.3,58.8,7.3,7,12,100.4,104.1
20130123DETCHI,CHI,23-01-13,CHI,DET,31,71,0.436619718,3,14,0.214285714,20,26,0.769230769,14,29,43,21,5,5,14,18,85,0.516,0.458,0.197,0.366,36.8,69,53.8,67.7,6.1,7.2,14.5,104.1,100.4
20130123OKCGSW,OKC,23-01-13,GSW,OKC,36,78,0.461538462,5,16,0.3125,22,27,0.814814815,9,30,39,20,9,7,19,20,99,0.551,0.494,0.205,0.346,23.7,73.2,49.4,55.6,9.3,11.5,17.5,102.3,107.5
20130123OKCGSW,GSW,23-01-13,GSW,OKC,37,84,0.44047619,6,23,0.260869565,24,27,0.888888889,11,29,40,20,10,3,15,21,104,0.542,0.476,0.274,0.321,26.8,76.3,50.6,54.1,10.3,4.8,13.5,107.5,102.3
20130123DENHOU,DEN,23-01-13,HOU,DEN,40,86,0.465116279,8,21,0.380952381,17,25,0.68,11,30,41,22,13,8,14,12,105,0.541,0.512,0.244,0.291,26.2,81.1,51.9,55,13.1,16.3,12.6,106.1,96
20130123DENHOU,HOU,23-01-13,HOU,DEN,37,83,0.445783133,11,34,0.323529412,10,13,0.769230769,7,31,38,24,8,7,22,21,95,0.535,0.512,0.41,0.157,18.9,73.8,48.1,64.9,8.1,10.8,19.9,96,106.1
20130123LALMEM,LAL,23-01-13,MEM,LAL,31,73,0.424657534,7,17,0.411764706,24,32,0.75,7,27,34,15,5,8,15,13,93,0.534,0.473,0.233,0.438,16.3,62.8,39.5,48.4,5.4,9.6,14.7,100,114
20130123LALMEM,MEM,23-01-13,MEM,LAL,47,96,0.489583333,4,13,0.307692308,8,10,0.8,16,36,52,22,7,8,12,28,106,0.528,0.51,0.135,0.104,37.2,83.7,60.5,46.8,7.5,14.3,10.7,114,100
20130123TORMIA,TOR,23-01-13,MIA,TOR,44,88,0.5,14,31,0.451612903,14,18,0.777777778,7,21,28,26,8,1,8,30,116,0.605,0.58,0.352,0.205,15.9,56.8,34.6,59.1,8.5,1.7,7.7,122.9,130.3
20130123TORMIA,MIA,23-01-13,MIA,TOR,45,82,0.548780488,9,22,0.409090909,24,38,0.631578947,16,37,53,26,5,3,13,21,123,0.623,0.604,0.268,0.463,43.2,84.1,65.4,57.8,5.3,5.3,11.6,130.3,122.9
20130123BRKMIN,BRK,23-01-13,MIN,BRK,37,84,0.44047619,6,20,0.3,11,16,0.6875,14,31,45,19,9,4,14,16,91,0.5,0.476,0.238,0.19,31.1,83.8,54.9,51.4,10,5.9,13.3,101.5,92.6
20130123BRKMIN,MIN,23-01-13,MIN,BRK,38,83,0.457831325,3,15,0.2,4,6,0.666666667,6,31,37,25,7,7,13,17,83,0.485,0.476,0.181,0.072,16.2,68.9,45.1,65.8,7.8,10.9,13.2,92.6,101.5
20130123INDPOR,IND,23-01-13,POR,IND,30,80,0.375,6,23,0.260869565,14,17,0.823529412,10,24,34,16,8,2,13,20,80,0.457,0.413,0.288,0.213,22.2,77.4,44.7,53.3,9,3,12.9,90.1,112.7
20130123INDPOR,POR,23-01-13,POR,IND,44,78,0.564102564,2,11,0.181818182,10,12,0.833333333,7,35,42,29,4,4,15,17,100,0.6,0.577,0.141,0.154,22.6,77.8,55.3,65.9,4.5,7,15.3,112.7,90.1
20130123PHOSAC,PHO,23-01-13,SAC,PHO,43,90,0.477777778,6,19,0.315789474,14,16,0.875,10,20,30,30,14,4,11,22,106,0.546,0.511,0.211,0.178,24.4,52.6,38,69.8,15,5.9,10.2,113.4,102.7
20130123PHOSAC,SAC,23-01-13,SAC,PHO,38,79,0.481012658,5,11,0.454545455,15,24,0.625,18,31,49,23,8,9,24,22,96,0.536,0.513,0.139,0.304,47.4,75.6,62,60.5,8.6,12.7,21.1,102.7,113.4
20130123NOHSAS,NOH,23-01-13,SAS,NOH,38,81,0.469135802,10,17,0.588235294,16,23,0.695652174,10,36,46,24,6,4,13,20,102,0.56,0.531,0.21,0.284,23.3,85.7,54.1,63.2,6.5,7.3,12.5,110.8,115.2
20130123NOHSAS,SAS,23-01-13,SAS,NOH,43,80,0.5375,8,25,0.32,12,23,0.52173913,6,33,39,29,9,3,8,20,106,0.588,0.588,0.313,0.288,14.3,76.7,45.9,67.4,9.8,4.7,8.2,115.2,110.8
20130123WASUTA,WAS,23-01-13,UTA,WAS,31,86,0.360465116,7,18,0.388888889,19,26,0.730769231,12,39,51,20,9,7,15,19,88,0.452,0.401,0.209,0.302,22.2,81.3,50,64.5,9.2,9.6,13.3,90,94.1
20130123WASUTA,UTA,23-01-13,UTA,WAS,38,85,0.447058824,3,12,0.25,13,19,0.684210526,9,42,51,24,8,7,14,18,92,0.493,0.465,0.141,0.224,18.8,77.8,50,63.2,8.2,10.3,13,94.1,90
20130124NYKBOS,NYK,24-01-13,BOS,NYK,32,83,0.385542169,8,28,0.285714286,17,20,0.85,11,38,49,12,7,5,10,23,89,0.485,0.434,0.337,0.241,22,84.4,51.6,37.5,7.7,8.6,9.8,98.5,95.2
20130124NYKBOS,BOS,24-01-13,BOS,NYK,31,76,0.407894737,3,18,0.166666667,21,28,0.75,7,39,46,18,6,3,12,23,86,0.487,0.428,0.237,0.368,15.6,78,48.4,58.1,6.6,5.5,12,95.2,98.5
20130124TORORL,TOR,24-01-13,ORL,TOR,39,78,0.5,4,16,0.25,15,19,0.789473684,7,31,38,25,3,7,10,20,97,0.562,0.526,0.205,0.244,18.4,75.6,48.1,64.1,3.4,11.1,10.4,109,106.8
20130124TORORL,ORL,24-01-13,ORL,TOR,35,81,0.432098765,8,18,0.444444444,17,20,0.85,10,31,41,22,6,4,13,12,95,0.529,0.481,0.222,0.247,24.4,81.6,51.9,62.9,6.7,6.5,12.6,106.8,109
20130124LACPHO,LAC,24-01-13,PHO,LAC,33,83,0.397590361,6,18,0.333333333,16,26,0.615384615,14,31,45,20,5,4,15,25,88,0.466,0.434,0.217,0.313,28.6,79.5,51.1,60.6,5.4,7.3,13.7,95.7,101.1
20130124LACPHO,PHO,24-01-13,PHO,LAC,30,71,0.422535211,5,16,0.3125,28,37,0.756756757,8,35,43,18,7,4,14,23,93,0.533,0.458,0.225,0.521,20.5,71.4,48.9,60,7.6,6.2,13.8,101.1,95.7
20130125BOSATL,BOS,25-01-13,ATL,BOS,42,93,0.451612903,7,19,0.368421053,20,20,1,10,38,48,28,8,1,21,30,111,0.545,0.489,0.204,0.215,21.3,76,49.5,66.7,7.4,1.7,17.1,102.1,113.1
20130125BOSATL,ATL,25-01-13,ATL,BOS,42,94,0.446808511,12,36,0.333333333,27,36,0.75,12,37,49,31,10,6,12,21,123,0.56,0.511,0.383,0.383,24,78.7,50.5,73.8,9.2,8.1,9.8,113.1,102.1
20130125GSWCHI,GSW,25-01-13,CHI,GSW,27,78,0.346153846,4,19,0.210526316,29,33,0.878787879,10,27,37,12,6,5,11,19,87,0.47,0.372,0.244,0.423,20,62.8,39.8,44.4,6.6,7.4,10.6,95.2,112.7
20130125GSWCHI,CHI,25-01-13,CHI,GSW,41,88,0.465909091,9,20,0.45,12,18,0.666666667,16,40,56,22,4,8,15,26,103,0.537,0.517,0.227,0.205,37.2,80,60.2,53.7,4.4,13.6,13.5,112.7,95.2
20130125MILCLE,MIL,25-01-13,CLE,MIL,43,92,0.467391304,14,28,0.5,8,13,0.615384615,11,30,41,34,6,6,17,20,108,0.553,0.543,0.304,0.141,23.4,78.9,48.2,79.1,5.9,8.5,14.8,106.1,111.1
20130125MILCLE,CLE,25-01-13,CLE,MIL,45,86,0.523255814,6,15,0.4,17,22,0.772727273,8,36,44,27,10,5,16,17,113,0.591,0.558,0.174,0.256,21.1,76.6,51.8,60,9.8,7.8,14.3,111.1,106.1
20130125SASDAL,SAS,25-01-13,DAL,SAS,43,89,0.483146067,9,23,0.391304348,18,24,0.75,8,38,46,29,11,1,15,17,113,0.567,0.534,0.258,0.27,17.8,79.2,49.5,67.4,10.7,1.4,13.1,109.6,103.8
20130125SASDAL,DAL,25-01-13,DAL,SAS,42,91,0.461538462,6,18,0.333333333,17,18,0.944444444,10,37,47,20,8,7,14,19,107,0.541,0.495,0.198,0.198,20.8,82.2,50.5,47.6,7.8,10.6,12.4,103.8,109.6
20130125UTALAL,UTA,25-01-13,LAL,UTA,34,81,0.419753086,3,14,0.214285714,13,16,0.8125,9,21,30,16,14,4,10,14,84,0.477,0.438,0.173,0.198,21.4,63.6,40,47.1,16,6.8,10.2,95.8,116.3
20130125UTALAL,LAL,25-01-13,LAL,UTA,43,80,0.5375,9,21,0.428571429,7,13,0.538461538,12,33,45,26,7,3,18,14,102,0.595,0.594,0.263,0.163,36.4,78.6,60,60.5,8,4.5,17.4,116.3,95.8
20130125BRKMEM,BRK,25-01-13,MEM,BRK,29,71,0.408450704,3,17,0.176470588,16,25,0.64,9,28,37,16,6,8,14,11,77,0.47,0.43,0.239,0.352,23.1,65.1,45.1,55.2,6.9,9.9,14.6,88.6,116.2
20130125BRKMEM,MEM,25-01-13,MEM,BRK,47,90,0.522222222,4,9,0.444444444,3,8,0.375,15,30,45,25,6,3,12,21,101,0.54,0.544,0.1,0.089,34.9,76.9,54.9,53.2,6.9,5.6,11.4,116.2,88.6
20130125DETMIA,DET,25-01-13,MIA,DET,34,72,0.472222222,4,12,0.333333333,16,23,0.695652174,12,23,35,11,9,2,18,18,88,0.536,0.5,0.167,0.319,30.8,71.9,49.3,32.4,10.3,3.3,18,100.8,126
20130125DETMIA,MIA,25-01-13,MIA,DET,43,77,0.558441558,5,17,0.294117647,19,23,0.826086957,9,27,36,24,12,4,12,17,110,0.631,0.591,0.221,0.299,28.1,69.2,50.7,55.8,13.7,6.7,12.1,126,100.8
20130125HOUNOH,HOU,25-01-13,NOH,HOU,34,71,0.478873239,11,21,0.523809524,21,26,0.807692308,13,31,44,23,8,7,21,24,100,0.607,0.556,0.296,0.366,37.1,72.1,56.4,67.6,9.1,11.7,20.3,113.6,93.1
20130125HOUNOH,NOH,25-01-13,NOH,HOU,31,80,0.3875,3,20,0.15,17,20,0.85,12,22,34,20,8,7,15,26,82,0.462,0.406,0.25,0.25,27.9,62.9,43.6,64.5,9.1,14,14.5,93.1,113.6
20130125OKCSAC,OKC,25-01-13,SAC,OKC,37,76,0.486842105,6,23,0.260869565,25,30,0.833333333,8,39,47,27,10,6,20,20,105,0.589,0.526,0.303,0.395,20.5,83,54.7,73,9.9,8.5,18.3,103.6,93.7
20130125OKCSAC,SAC,25-01-13,SAC,OKC,36,86,0.418604651,8,15,0.533333333,15,21,0.714285714,8,31,39,15,11,3,18,27,95,0.499,0.465,0.174,0.244,17,79.5,45.3,41.7,10.9,5.7,15.9,93.7,103.6
20130125MINWAS,MIN,25-01-13,WAS,MIN,39,88,0.443181818,3,14,0.214285714,20,33,0.606060606,22,26,48,27,8,2,16,20,101,0.493,0.46,0.159,0.375,43.1,81.3,57.8,69.2,8.3,3,13.5,104.5,117.9
20130125MINWAS,WAS,25-01-13,WAS,MIN,48,83,0.578313253,8,17,0.470588235,10,17,0.588235294,6,29,35,29,8,8,16,27,114,0.63,0.627,0.205,0.205,18.8,56.9,42.2,60.4,8.3,10.8,15,117.9,104.5
20130126MINCHA,MIN,26-01-13,CHA,MIN,37,77,0.480519481,10,20,0.5,17,23,0.739130435,7,23,30,23,8,4,16,24,101,0.58,0.545,0.26,0.299,18.9,74.2,44.1,62.2,8.7,6.5,15.5,109.4,110.5
20130126MINCHA,CHA,26-01-13,CHA,MIN,37,73,0.506849315,5,11,0.454545455,23,26,0.884615385,8,30,38,21,5,10,17,22,102,0.604,0.541,0.151,0.356,25.8,81.1,55.9,56.8,5.4,17.5,16.8,110.5,109.4
20130126SACDEN,SAC,26-01-13,DEN,SAC,37,88,0.420454545,8,22,0.363636364,11,22,0.5,13,27,40,20,8,5,19,16,93,0.476,0.466,0.25,0.25,24.1,73,44,54.1,7.9,8.6,16.3,92.4,120.2
20130126SACDEN,DEN,26-01-13,DEN,SAC,47,89,0.528089888,13,31,0.419354839,14,17,0.823529412,10,41,51,34,13,7,15,21,121,0.627,0.601,0.348,0.191,27,75.9,56,72.3,12.9,10.6,13.5,120.2,92.4
20130126BRKHOU,BRK,26-01-13,HOU,BRK,36,80,0.45,16,36,0.444444444,18,21,0.857142857,7,24,31,21,7,10,10,20,106,0.594,0.55,0.45,0.263,16.3,63.2,38.3,58.3,7.7,16.9,10.1,116.4,130.6
20130126BRKHOU,HOU,26-01-13,HOU,BRK,43,87,0.494252874,12,28,0.428571429,21,27,0.777777778,14,36,50,31,6,3,11,18,119,0.602,0.563,0.322,0.31,36.8,83.7,61.7,72.1,6.6,6.8,10,130.6,116.4
20130126GSWMIL,GSW,26-01-13,MIL,GSW,39,93,0.419354839,13,28,0.464285714,11,11,1,12,38,50,25,8,4,15,25,102,0.521,0.489,0.301,0.118,25,63.3,46.3,64.1,8.2,5.6,13.3,104.4,111.6
20130126GSWMIL,MIL,26-01-13,MIL,GSW,41,101,0.405940594,13,30,0.433333333,14,20,0.7,22,36,58,24,7,7,12,15,109,0.496,0.47,0.297,0.198,36.7,75,53.7,58.5,7.2,10.8,9.9,111.6,104.4
20130126NYKPHI,NYK,26-01-13,PHI,NYK,28,81,0.345679012,4,27,0.148148148,20,23,0.869565217,15,32,47,17,6,4,16,17,80,0.439,0.37,0.333,0.284,33.3,88.9,58,60.7,6.8,7.1,14.9,90,109.2
20130126NYKPHI,PHI,26-01-13,PHI,NYK,38,75,0.506666667,6,19,0.315789474,15,22,0.681818182,4,30,34,16,6,5,11,22,97,0.573,0.547,0.253,0.293,11.1,66.7,42,42.1,6.8,9.3,11.5,109.2,90
20130126LACPOR,LAC,26-01-13,POR,LAC,40,81,0.49382716,7,16,0.4375,13,17,0.764705882,15,26,41,25,6,4,15,22,100,0.565,0.537,0.198,0.21,39.5,74.3,56.2,62.5,7,8,14.5,116.4,117.5
20130126LACPOR,POR,26-01-13,POR,LAC,35,75,0.466666667,11,25,0.44,20,21,0.952380952,9,23,32,23,10,1,14,19,101,0.599,0.54,0.333,0.28,25.7,60.5,43.8,65.7,11.6,1.5,14.3,117.5,116.4
20130126PHOSAS,PHO,26-01-13,SAS,PHO,41,81,0.50617284,6,12,0.5,11,14,0.785714286,9,35,44,30,4,0,15,19,99,0.568,0.543,0.148,0.173,22.5,83.3,53.7,73.2,4.3,0,14.7,106.6,116.3
20130126PHOSAS,SAS,26-01-13,SAS,PHO,41,83,0.493975904,7,24,0.291666667,19,23,0.826086957,7,31,38,20,7,1,9,16,108,0.58,0.536,0.289,0.277,16.7,77.5,46.3,48.8,7.5,1.4,8.8,116.3,106.6
20130126CLETOR,CLE,26-01-13,TOR,CLE,37,78,0.474358974,6,11,0.545454545,19,22,0.863636364,10,29,39,12,8,4,15,22,99,0.565,0.513,0.141,0.282,26.3,72.5,50,32.4,8.8,6.2,14.6,108.7,107.6
20130126CLETOR,TOR,26-01-13,TOR,CLE,40,82,0.487804878,5,17,0.294117647,13,18,0.722222222,11,28,39,22,6,4,15,23,98,0.545,0.518,0.207,0.22,27.5,73.7,50,55,6.6,6,14.3,107.6,108.7
20130126INDUTA,IND,26-01-13,UTA,IND,44,82,0.536585366,7,21,0.333333333,15,18,0.833333333,17,25,42,21,9,5,21,24,110,0.612,0.579,0.256,0.22,47.2,73.5,60,47.7,9.6,6.8,18.9,117.4,121.7
20130126INDUTA,UTA,26-01-13,UTA,IND,44,83,0.530120482,3,10,0.3,23,26,0.884615385,9,19,28,28,17,6,14,18,114,0.604,0.548,0.12,0.313,26.5,52.8,40,63.6,18.1,9.8,12.9,121.7,117.4
20130126CHIWAS,CHI,26-01-13,WAS,CHI,29,71,0.408450704,4,15,0.266666667,11,12,0.916666667,7,34,41,19,5,6,16,16,73,0.479,0.437,0.211,0.169,17.5,79.1,49.4,65.5,5.9,8.7,17.3,86.2,101.5
20130126CHIWAS,WAS,26-01-13,WAS,CHI,34,79,0.430379747,3,10,0.3,15,19,0.789473684,9,33,42,20,6,2,9,14,86,0.492,0.449,0.127,0.241,20.9,82.5,50.6,58.8,7.1,3.6,9.3,101.5,86.2
20130127MIABOS,MIA,27-01-13,BOS,MIA,39,96,0.40625,5,23,0.217391304,15,20,0.75,17,36,53,19,6,6,20,27,98,0.468,0.432,0.24,0.208,30.9,81.8,53.5,48.7,5.8,8.8,16,94.3,96.2
20130127MIABOS,BOS,27-01-13,BOS,MIA,36,88,0.409090909,5,20,0.25,23,27,0.851851852,8,38,46,24,11,8,14,20,100,0.501,0.438,0.227,0.307,18.2,69.1,46.5,66.7,10.6,11,12.3,96.2,94.3
20130127PHODAL,PHO,27-01-13,DAL,PHO,34,77,0.441558442,4,17,0.235294118,23,28,0.821428571,8,30,38,22,7,6,17,15,95,0.532,0.468,0.221,0.364,20,71.4,46.3,64.7,7.3,7.8,16,99.4,115.2
20130127PHODAL,DAL,27-01-13,DAL,PHO,45,88,0.511363636,5,11,0.454545455,15,18,0.833333333,12,32,44,26,8,0,13,24,110,0.573,0.54,0.125,0.205,28.6,80,53.7,57.8,8.4,0,11.9,115.2,99.4
20130127PORLAC,POR,27-01-13,LAC,POR,29,66,0.439393939,3,15,0.2,22,29,0.75862069,9,30,39,28,9,4,19,13,83,0.527,0.462,0.227,0.439,23.7,78.9,51.3,96.6,10.2,6.2,19.4,94.4,109.2
20130127PORLAC,LAC,27-01-13,LAC,POR,42,82,0.512195122,6,17,0.352941176,6,9,0.666666667,8,29,37,33,8,2,12,23,96,0.558,0.549,0.207,0.11,21.1,76.3,48.7,78.6,9.1,3.9,12.2,109.2,94.4
20130127OKCLAL,OKC,27-01-13,LAL,OKC,36,81,0.444444444,4,16,0.25,20,26,0.769230769,10,29,39,24,9,6,9,26,96,0.519,0.469,0.198,0.321,21.3,82.9,47.6,66.7,9.9,10.5,8.9,105.1,114.9
20130127OKCLAL,LAL,27-01-13,LAL,OKC,41,74,0.554054054,7,17,0.411764706,16,29,0.551724138,6,37,43,29,6,3,13,20,105,0.605,0.601,0.23,0.392,17.1,78.7,52.4,70.7,6.6,4.6,13,114.9,105.1
20130127NOHMEM,NOH,27-01-13,MEM,NOH,33,77,0.428571429,9,20,0.45,16,23,0.695652174,14,29,43,20,6,7,15,19,91,0.522,0.487,0.26,0.299,35.9,56.9,47.8,60.6,7.1,9.7,14.7,107.9,98.4
